DAY_KEY,FULL_DATE,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,MONTH_NUMBER,MONTH_NAME,YEAR,WEEK_IN_YEAR,DAY_IN_MONTH,WEEKDAY_FLAG
2118,10/19/2015,2,Monday,10,October,2015,43,19,TRUE
2119,10/20/2015,3,Tuesday,10,October,2015,43,20,TRUE
2120,10/21/2015,4,Wednesday,10,October,2015,43,21,TRUE
2121,10/22/2015,5,Thursday,10,October,2015,43,22,TRUE
2122,10/23/2015,6,Friday,10,October,2015,43,23,TRUE
2123,10/24/2015,7,Saturday,10,October,2015,43,24,FALSE
2124,10/25/2015,1,Sunday,10,October,2015,44,25,FALSE
2125,10/26/2015,2,Monday,10,October,2015,44,26,TRUE
2126,10/27/2015,3,Tuesday,10,October,2015,44,27,TRUE
2127,10/28/2015,4,Wednesday,10,October,2015,44,28,TRUE
2128,10/29/2015,5,Thursday,10,October,2015,44,29,TRUE
2129,10/30/2015,6,Friday,10,October,2015,44,30,TRUE
2130,10/31/2015,7,Saturday,10,October,2015,44,31,FALSE
2131,11/1/2015,1,Sunday,11,November,2015,45,1,FALSE
2132,11/2/2015,2,Monday,11,November,2015,45,2,TRUE
2133,11/3/2015,3,Tuesday,11,November,2015,45,3,TRUE
2134,11/4/2015,4,Wednesday,11,November,2015,45,4,TRUE
2135,11/5/2015,5,Thursday,11,November,2015,45,5,TRUE
2136,11/6/2015,6,Friday,11,November,2015,45,6,TRUE
2137,11/7/2015,7,Saturday,11,November,2015,45,7,FALSE
2138,11/8/2015,1,Sunday,11,November,2015,46,8,FALSE
2139,11/9/2015,2,Monday,11,November,2015,46,9,TRUE
2140,11/10/2015,3,Tuesday,11,November,2015,46,10,TRUE
2141,11/11/2015,4,Wednesday,11,November,2015,46,11,TRUE
2142,11/12/2015,5,Thursday,11,November,2015,46,12,TRUE
2143,11/13/2015,6,Friday,11,November,2015,46,13,TRUE
2144,11/14/2015,7,Saturday,11,November,2015,46,14,FALSE
2145,11/15/2015,1,Sunday,11,November,2015,47,15,FALSE
2146,11/16/2015,2,Monday,11,November,2015,47,16,TRUE
2147,11/17/2015,3,Tuesday,11,November,2015,47,17,TRUE
2148,11/18/2015,4,Wednesday,11,November,2015,47,18,TRUE
2149,11/19/2015,5,Thursday,11,November,2015,47,19,TRUE
2150,11/20/2015,6,Friday,11,November,2015,47,20,TRUE
2151,11/21/2015,7,Saturday,11,November,2015,47,21,FALSE
2152,11/22/2015,1,Sunday,11,November,2015,48,22,FALSE
2153,11/23/2015,2,Monday,11,November,2015,48,23,TRUE
2154,11/24/2015,3,Tuesday,11,November,2015,48,24,TRUE
2155,11/25/2015,4,Wednesday,11,November,2015,48,25,TRUE
2156,11/26/2015,5,Thursday,11,November,2015,48,26,TRUE
2157,11/27/2015,6,Friday,11,November,2015,48,27,TRUE
2158,11/28/2015,7,Saturday,11,November,2015,48,28,FALSE
2159,11/29/2015,1,Sunday,11,November,2015,49,29,FALSE
2160,11/30/2015,2,Monday,11,November,2015,49,30,TRUE
2161,12/1/2015,3,Tuesday,12,December,2015,49,1,TRUE
2162,12/2/2015,4,Wednesday,12,December,2015,49,2,TRUE
2163,12/3/2015,5,Thursday,12,December,2015,49,3,TRUE
2164,12/4/2015,6,Friday,12,December,2015,49,4,TRUE
2165,12/5/2015,7,Saturday,12,December,2015,49,5,FALSE
2166,12/6/2015,1,Sunday,12,December,2015,50,6,FALSE
2167,12/7/2015,2,Monday,12,December,2015,50,7,TRUE
2168,12/8/2015,3,Tuesday,12,December,2015,50,8,TRUE
2169,12/9/2015,4,Wednesday,12,December,2015,50,9,TRUE
2170,12/10/2015,5,Thursday,12,December,2015,50,10,TRUE
2171,12/11/2015,6,Friday,12,December,2015,50,11,TRUE
2172,12/12/2015,7,Saturday,12,December,2015,50,12,FALSE
2173,12/13/2015,1,Sunday,12,December,2015,51,13,FALSE
2174,12/14/2015,2,Monday,12,December,2015,51,14,TRUE
2175,12/15/2015,3,Tuesday,12,December,2015,51,15,TRUE
2176,12/16/2015,4,Wednesday,12,December,2015,51,16,TRUE
2177,12/17/2015,5,Thursday,12,December,2015,51,17,TRUE
2178,12/18/2015,6,Friday,12,December,2015,51,18,TRUE
2179,12/19/2015,7,Saturday,12,December,2015,51,19,FALSE
2180,12/20/2015,1,Sunday,12,December,2015,52,20,FALSE
2181,12/21/2015,2,Monday,12,December,2015,52,21,TRUE
2182,12/22/2015,3,Tuesday,12,December,2015,52,22,TRUE
2183,12/23/2015,4,Wednesday,12,December,2015,52,23,TRUE
2184,12/24/2015,5,Thursday,12,December,2015,52,24,TRUE
2185,12/25/2015,6,Friday,12,December,2015,52,25,TRUE
2186,12/26/2015,7,Saturday,12,December,2015,52,26,FALSE
2187,12/27/2015,1,Sunday,12,December,2015,53,27,FALSE
2188,12/28/2015,2,Monday,12,December,2015,53,28,TRUE
2189,12/29/2015,3,Tuesday,12,December,2015,53,29,TRUE
2190,12/30/2015,4,Wednesday,12,December,2015,53,30,TRUE
2191,12/31/2015,5,Thursday,12,December,2015,53,31,TRUE
